Order ID,Order Date,Customer ID,Customer Name,Region,State,Category,Sub Category,Product Name,Quantity,Sales,Cost,Profit,Discount,Month,Year,Profit Margin %
ORD10379,24-07-2025,C1142,Customer 125,North,Delhi,Office Supplies,Paper,Paper,10,35230.98,27839.43,7391.55,20,July,2025,20.98%
ORD10380,07-01-2025,C1147,Customer 27,East,West Bengal,Furniture,Table,Table,3,40435.55,23464.19,16971.36,20,January,2025,41.97%
ORD10381,12-07-2025,C1135,Customer 120,East,Odisha,Office Supplies,Binder,Binder,7,32602.86,22701.13,9901.73,10,July,2025,30.37%
ORD10382,12-11-2025,C1099,Customer 195,East,Odisha,Technology,Mouse,Mouse,6,32774.39,18579.03,14195.36,15,November,2025,43.31%
ORD10383,26-10-2025,C1069,Customer 67,East,West Bengal,Furniture,Chair,Chair,7,3594.94,2860.09,734.85,5,October,2025,20.44%
ORD10384,07-06-2025,C1229,Customer 109,West,Maharashtra,Office Supplies,Paper,Paper,10,5564.46,4940.57,623.89,20,June,2025,11.21%
ORD10385,14-01-2025,C1282,Customer 166,North,Punjab,Furniture,Table,Table,5,31719.02,18839.29,12879.73,0,January,2025,40.61%
ORD10386,24-08-2025,C1179,Customer 93,South,Kerala,Technology,Laptop,Laptop,7,25651.9,16879.94,8771.96,20,August,2025,34.20%
ORD10387,01-02-2025,C1188,Customer 151,West,Maharashtra,Office Supplies,Paper,Paper,8,46452.69,24296.46,22156.23,0,February,2025,47.70%
ORD10388,17-03-2025,C1089,Customer 178,East,Odisha,Technology,Laptop,Laptop,7,28452.68,23193.78,5258.9,15,March,2025,18.48%
ORD10389,21-03-2025,C1273,Customer 148,East,Odisha,Technology,Laptop,Laptop,6,6532.65,5473.96,1058.69,10,March,2025,16.21%
ORD10390,19-01-2025,C1107,Customer 140,South,Kerala,Technology,Laptop,Laptop,8,18651.66,10545.65,8106.01,10,January,2025,43.46%
ORD10391,19-02-2025,C1173,Customer 170,West,Gujarat,Technology,Laptop,Laptop,4,28349.31,18124.91,10224.4,10,February,2025,36.07%
ORD10392,24-11-2025,C1097,Customer 282,North,Delhi,Furniture,Chair,Chair,4,7836.21,5829.24,2006.97,15,November,2025,25.61%
ORD10393,18-03-2025,C1282,Customer 33,West,Maharashtra,Office Supplies,Paper,Paper,9,31596.18,16331.43,15264.75,5,March,2025,48.31%
ORD10394,15-02-2025,C1293,Customer 43,West,Gujarat,Office Supplies,Binder,Binder,5,8748.05,6987.17,1760.88,0,February,2025,20.13%
ORD10395,16-10-2025,C1282,Customer 173,West,Maharashtra,Technology,Mouse,Mouse,3,6637.64,5576.09,1061.55,15,October,2025,15.99%
ORD10396,06-08-2025,C1146,Customer 66,East,West Bengal,Furniture,Chair,Chair,9,48120.68,40161.16,7959.52,20,August,2025,16.54%
ORD10397,30-08-2025,C1051,Customer 131,East,Odisha,Office Supplies,Pen,Pen,6,3818.47,2462.37,1356.1,20,August,2025,35.51%
ORD10398,04-05-2025,C1077,Customer 51,South,Karnataka,Technology,Mouse,Mouse,5,33235.62,21988.86,11246.76,5,May,2025,33.84%
ORD10399,10-04-2025,C1027,Customer 6,East,Odisha,Technology,Keyboard,Keyboard,7,14064.95,12128.36,1936.59,5,April,2025,13.77%
ORD10400,13-11-2025,C1134,Customer 176,South,Tamil Nadu,Office Supplies,Pen,Pen,2,20954.14,13677.99,7276.15,15,November,2025,34.72%
ORD10401,20-04-2025,C1300,Customer 300,East,Odisha,Furniture,Table,Table,7,47007.01,33165.46,13841.55,15,April,2025,29.45%
ORD10402,23-11-2025,C1203,Customer 229,West,Gujarat,Furniture,Table,Table,3,22798.89,12833.61,9965.28,15,November,2025,43.71%
ORD10403,06-10-2025,C1112,Customer 117,North,Punjab,Technology,Mouse,Mouse,9,42420.4,30872.11,11548.29,0,October,2025,27.22%
ORD10404,07-09-2025,C1167,Customer 288,North,Delhi,Technology,Laptop,Laptop,8,39374.79,33327.05,6047.74,5,September,2025,15.36%
ORD10405,01-11-2025,C1189,Customer 200,West,Maharashtra,Office Supplies,Binder,Binder,10,5868.65,4283.31,1585.34,15,November,2025,27.01%
ORD10406,03-08-2025,C1140,Customer 300,West,Maharashtra,Furniture,Chair,Chair,10,26322.91,23143.67,3179.24,10,August,2025,12.08%
ORD10407,25-04-2025,C1175,Customer 261,West,Maharashtra,Technology,Keyboard,Keyboard,8,12151.78,6544.3,5607.48,20,April,2025,46.15%
ORD10408,27-11-2025,C1179,Customer 111,East,Odisha,Office Supplies,Paper,Paper,5,18640.3,14085.92,4554.38,15,November,2025,24.43%
ORD10409,01-03-2025,C1179,Customer 55,West,Maharashtra,Office Supplies,Paper,Paper,2,27554.55,17789.29,9765.26,0,March,2025,35.44%
ORD10410,19-01-2025,C1125,Customer 64,South,Karnataka,Technology,Laptop,Laptop,1,31404.08,22249.72,9154.36,10,January,2025,29.15%
ORD10411,26-05-2025,C1180,Customer 153,East,West Bengal,Technology,Keyboard,Keyboard,1,41482.22,32921.36,8560.86,0,May,2025,20.64%
ORD10412,23-02-2025,C1266,Customer 17,South,Karnataka,Technology,Laptop,Laptop,5,47088.47,34034.72,13053.75,0,February,2025,27.72%
ORD10413,08-04-2025,C1146,Customer 195,East,West Bengal,Furniture,Chair,Chair,1,39313.01,34419,4894.01,0,April,2025,12.45%
ORD10414,19-07-2025,C1203,Customer 226,West,Gujarat,Furniture,Chair,Chair,10,2824.02,1757.75,1066.27,0,July,2025,37.76%
ORD10415,17-10-2025,C1076,Customer 49,East,West Bengal,Furniture,Table,Table,1,13279.22,8440.19,4839.03,10,October,2025,36.44%
ORD10416,16-08-2025,C1143,Customer 105,East,West Bengal,Furniture,Table,Table,6,40157.87,34113.11,6044.76,5,August,2025,15.05%
ORD10417,02-07-2025,C1087,Customer 265,North,Delhi,Office Supplies,Paper,Paper,4,47311.31,28353.83,18957.48,10,July,2025,40.07%
ORD10418,14-09-2025,C1090,Customer 262,West,Gujarat,Furniture,Chair,Chair,8,29644.88,16964.51,12680.37,0,September,2025,42.77%
ORD10419,27-01-2025,C1247,Customer 299,East,Odisha,Office Supplies,Pen,Pen,4,38298.94,27966.93,10332.01,5,January,2025,26.98%
ORD10420,27-02-2025,C1258,Customer 154,North,Delhi,Furniture,Table,Table,10,14225.95,11626.31,2599.64,20,February,2025,18.27%
ORD10421,16-10-2025,C1279,Customer 232,South,Kerala,Technology,Keyboard,Keyboard,10,31473.24,25026.84,6446.4,0,October,2025,20.48%
ORD10422,08-07-2025,C1225,Customer 116,North,Punjab,Office Supplies,Paper,Paper,3,15973.09,11443.1,4529.99,5,July,2025,28.36%
ORD10423,03-09-2025,C1114,Customer 213,West,Gujarat,Furniture,Table,Table,10,31412.97,16645.07,14767.9,15,September,2025,47.01%
ORD10424,09-12-2025,C1284,Customer 172,South,Tamil Nadu,Furniture,Chair,Chair,2,22970.37,14768,8202.37,10,December,2025,35.71%
ORD10425,27-10-2025,C1040,Customer 265,West,Maharashtra,Office Supplies,Binder,Binder,9,48680.35,41327.85,7352.5,5,October,2025,15.10%
ORD10426,15-07-2025,C1156,Customer 280,East,West Bengal,Furniture,Chair,Chair,9,2537.73,1368.84,1168.89,10,July,2025,46.06%
ORD10427,10-12-2025,C1115,Customer 102,North,Punjab,Furniture,Table,Table,2,32782.54,25379.25,7403.29,5,December,2025,22.58%
ORD10428,12-01-2025,C1033,Customer 95,West,Gujarat,Technology,Mouse,Mouse,9,5356.29,4622.79,733.5,0,January,2025,13.69%
ORD10429,06-11-2025,C1156,Customer 25,East,Odisha,Furniture,Chair,Chair,7,7719.59,5231.22,2488.37,5,November,2025,32.23%
ORD10430,03-04-2025,C1281,Customer 169,South,Kerala,Furniture,Chair,Chair,2,47476.13,41951.08,5525.05,0,April,2025,11.64%
ORD10431,02-04-2025,C1084,Customer 270,West,Gujarat,Office Supplies,Paper,Paper,1,14254.8,8369.61,5885.19,20,April,2025,41.29%
ORD10432,22-11-2025,C1173,Customer 179,East,West Bengal,Office Supplies,Binder,Binder,10,38098.45,21373.9,16724.55,0,November,2025,43.90%
ORD10433,12-06-2025,C1246,Customer 25,North,Delhi,Furniture,Chair,Chair,4,37809.92,24675.6,13134.32,15,June,2025,34.74%
ORD10434,17-12-2025,C1084,Customer 16,West,Gujarat,Technology,Laptop,Laptop,9,13580.71,10330.42,3250.29,10,December,2025,23.93%
ORD10435,09-06-2025,C1226,Customer 206,North,Punjab,Office Supplies,Pen,Pen,8,5701.73,4343.91,1357.82,20,June,2025,23.81%
ORD10436,05-11-2025,C1209,Customer 102,East,Odisha,Office Supplies,Pen,Pen,3,13176.71,10940.66,2236.05,5,November,2025,16.97%
ORD10437,21-07-2025,C1000,Customer 24,North,Punjab,Office Supplies,Paper,Paper,8,46589.86,25915.74,20674.12,20,July,2025,44.37%
ORD10438,06-07-2025,C1088,Customer 196,East,West Bengal,Technology,Mouse,Mouse,3,8462.55,4312.15,4150.4,20,July,2025,49.04%
ORD10439,13-01-2025,C1174,Customer 11,West,Maharashtra,Office Supplies,Paper,Paper,10,35634.79,25401.91,10232.88,5,January,2025,28.72%
ORD10440,20-08-2025,C1196,Customer 111,South,Karnataka,Technology,Mouse,Mouse,10,1297.93,1086.76,211.17,15,August,2025,16.27%
ORD10441,02-04-2025,C1079,Customer 173,West,Gujarat,Furniture,Table,Table,8,47940.33,31702.51,16237.82,15,April,2025,33.87%
ORD10442,15-10-2025,C1056,Customer 48,North,Delhi,Office Supplies,Paper,Paper,7,10693.5,6207.55,4485.95,10,October,2025,41.95%
ORD10443,15-09-2025,C1029,Customer 37,South,Kerala,Technology,Laptop,Laptop,5,9223.97,7677.71,1546.26,15,September,2025,16.76%
ORD10444,13-01-2025,C1101,Customer 209,North,Punjab,Furniture,Chair,Chair,10,28743.35,19497.27,9246.08,0,January,2025,32.17%
ORD10445,08-11-2025,C1107,Customer 39,East,West Bengal,Technology,Keyboard,Keyboard,8,9088.39,7633.45,1454.94,5,November,2025,16.01%
ORD10446,01-10-2025,C1280,Customer 235,North,Punjab,Technology,Keyboard,Keyboard,5,48954.83,33579.74,15375.09,20,October,2025,31.41%
ORD10447,29-05-2025,C1243,Customer 193,West,Maharashtra,Office Supplies,Binder,Binder,10,36625.06,26835.48,9789.58,15,May,2025,26.73%
ORD10448,18-02-2025,C1097,Customer 214,South,Karnataka,Technology,Laptop,Laptop,8,29385.61,17399.88,11985.73,5,February,2025,40.79%
ORD10449,12-04-2025,C1136,Customer 229,East,Odisha,Technology,Mouse,Mouse,1,25304.77,16581.27,8723.5,10,April,2025,34.47%
ORD10450,27-08-2025,C1115,Customer 247,South,Kerala,Technology,Keyboard,Keyboard,2,43423.12,27524.59,15898.53,10,August,2025,36.61%
ORD10451,05-09-2025,C1211,Customer 83,North,Delhi,Furniture,Chair,Chair,8,17877.56,9014.23,8863.33,5,September,2025,49.58%
ORD10452,13-08-2025,C1027,Customer 203,South,Kerala,Office Supplies,Pen,Pen,2,44020,25696.91,18323.09,5,August,2025,41.62%
ORD10453,26-07-2025,C1198,Customer 81,East,West Bengal,Technology,Keyboard,Keyboard,9,20988.7,16247.75,4740.95,15,July,2025,22.59%
ORD10454,13-02-2025,C1299,Customer 267,West,Gujarat,Office Supplies,Binder,Binder,10,9928.41,6256.41,3672,20,February,2025,36.98%
ORD10455,07-05-2025,C1137,Customer 167,North,Delhi,Technology,Laptop,Laptop,3,26693.95,20444.52,6249.43,0,May,2025,23.41%
ORD10456,11-09-2025,C1280,Customer 72,South,Karnataka,Technology,Mouse,Mouse,1,43151.63,24258.66,18892.97,0,September,2025,43.78%
ORD10457,06-12-2025,C1103,Customer 151,East,Odisha,Technology,Keyboard,Keyboard,9,8664.25,5994.42,2669.83,0,December,2025,30.81%
ORD10458,06-12-2025,C1231,Customer 81,West,Gujarat,Office Supplies,Pen,Pen,6,47216.67,38614.81,8601.86,5,December,2025,18.22%
ORD10459,27-04-2025,C1300,Customer 220,North,Delhi,Office Supplies,Pen,Pen,5,32498.34,22951.86,9546.48,15,April,2025,29.38%
ORD10460,18-07-2025,C1188,Customer 159,West,Gujarat,Furniture,Chair,Chair,3,34151.74,29004.47,5147.27,10,July,2025,15.07%
ORD10461,20-11-2025,C1118,Customer 292,East,Odisha,Office Supplies,Pen,Pen,2,42931.03,26851.16,16079.87,0,November,2025,37.46%
ORD10462,05-04-2025,C1053,Customer 103,South,Tamil Nadu,Technology,Keyboard,Keyboard,6,12784.68,8381.62,4403.06,0,April,2025,34.44%
ORD10463,25-07-2025,C1046,Customer 266,North,Punjab,Furniture,Chair,Chair,3,35312.78,25101.37,10211.41,5,July,2025,28.92%
ORD10464,27-11-2025,C1137,Customer 287,South,Karnataka,Technology,Laptop,Laptop,7,7630.77,5215.1,2415.67,5,November,2025,31.66%
ORD10465,15-02-2025,C1247,Customer 218,West,Gujarat,Furniture,Table,Table,5,29854.71,24873.45,4981.26,20,February,2025,16.69%
ORD10466,15-06-2025,C1017,Customer 112,South,Karnataka,Furniture,Chair,Chair,6,18612.19,13398.67,5213.52,10,June,2025,28.01%
ORD10467,22-03-2025,C1065,Customer 58,South,Karnataka,Furniture,Chair,Chair,3,40962.85,25836,15126.85,5,March,2025,36.93%
ORD10468,29-01-2025,C1194,Customer 97,South,Kerala,Furniture,Table,Table,8,47671.39,31161.37,16510.02,0,January,2025,34.63%
ORD10469,18-09-2025,C1275,Customer 73,North,Punjab,Technology,Keyboard,Keyboard,2,33465.12,16905.45,16559.67,10,September,2025,49.48%
ORD10470,10-10-2025,C1100,Customer 249,West,Gujarat,Technology,Mouse,Mouse,4,5938.14,3546.17,2391.97,10,October,2025,40.28%
ORD10471,11-11-2025,C1006,Customer 180,South,Tamil Nadu,Furniture,Table,Table,6,9092.68,7145.61,1947.07,0,November,2025,21.41%
ORD10472,30-09-2025,C1275,Customer 252,North,Delhi,Furniture,Table,Table,8,42575.09,26362.3,16212.79,10,September,2025,38.08%
ORD10473,07-09-2025,C1295,Customer 299,North,Punjab,Office Supplies,Paper,Paper,1,36939.03,25501.49,11437.54,5,September,2025,30.96%
ORD10474,26-07-2025,C1003,Customer 115,West,Gujarat,Office Supplies,Paper,Paper,4,41354.47,29182.77,12171.7,20,July,2025,29.43%
ORD10475,26-06-2025,C1237,Customer 160,East,West Bengal,Furniture,Table,Table,3,1681.5,979.19,702.31,0,June,2025,41.77%
ORD10476,07-04-2025,C1283,Customer 266,East,West Bengal,Technology,Mouse,Mouse,1,6829.44,4052.9,2776.54,10,April,2025,40.66%
ORD10477,17-03-2025,C1209,Customer 263,South,Tamil Nadu,Office Supplies,Binder,Binder,8,5098.28,3376.84,1721.44,20,March,2025,33.77%
ORD10478,19-02-2025,C1114,Customer 62,West,Maharashtra,Furniture,Table,Table,8,40184.47,20466.54,19717.93,5,February,2025,49.07%
ORD10479,08-12-2025,C1053,Customer 251,East,West Bengal,Office Supplies,Paper,Paper,8,38252.52,21807.03,16445.49,20,December,2025,42.99%
ORD10480,21-12-2025,C1131,Customer 69,West,Gujarat,Technology,Keyboard,Keyboard,10,34809.7,20734.33,14075.37,0,December,2025,40.44%
ORD10481,13-05-2025,C1226,Customer 94,West,Gujarat,Technology,Keyboard,Keyboard,9,22859.29,18610.53,4248.76,10,May,2025,18.59%
ORD10482,21-10-2025,C1080,Customer 20,North,Punjab,Technology,Mouse,Mouse,6,45161.76,31872.09,13289.67,5,October,2025,29.43%
ORD10483,23-11-2025,C1097,Customer 225,West,Gujarat,Technology,Mouse,Mouse,9,47834.88,39101.86,8733.02,5,November,2025,18.26%
ORD10484,09-12-2025,C1019,Customer 243,North,Delhi,Furniture,Chair,Chair,10,20665.04,17278.82,3386.22,5,December,2025,16.39%
ORD10485,08-10-2025,C1053,Customer 210,West,Gujarat,Furniture,Table,Table,6,18732.29,12632.32,6099.97,5,October,2025,32.56%
ORD10486,12-11-2025,C1178,Customer 93,South,Kerala,Furniture,Table,Table,9,32126.86,25503.41,6623.45,20,November,2025,20.62%
ORD10487,30-04-2025,C1212,Customer 227,East,West Bengal,Furniture,Chair,Chair,9,8087.91,6775.02,1312.89,5,April,2025,16.23%
ORD10488,05-07-2025,C1245,Customer 274,South,Kerala,Furniture,Chair,Chair,2,41081.61,21190.68,19890.93,0,July,2025,48.42%
ORD10489,10-02-2025,C1016,Customer 248,North,Delhi,Technology,Keyboard,Keyboard,3,45471.41,30489.36,14982.05,10,February,2025,32.95%
ORD10490,17-02-2025,C1031,Customer 291,North,Delhi,Technology,Laptop,Laptop,8,29122.93,14565.69,14557.24,15,February,2025,49.99%
ORD10491,05-05-2025,C1062,Customer 10,North,Punjab,Office Supplies,Paper,Paper,7,45505.95,33498.27,12007.68,20,May,2025,26.39%
ORD10492,05-08-2025,C1234,Customer 110,South,Kerala,Office Supplies,Paper,Paper,4,23052.8,17250.14,5802.66,0,August,2025,25.17%
ORD10493,11-06-2025,C1232,Customer 250,East,West Bengal,Technology,Keyboard,Keyboard,3,28187.24,15818.56,12368.68,20,June,2025,43.88%
ORD10494,05-08-2025,C1255,Customer 284,South,Kerala,Furniture,Table,Table,2,42247.19,30756.9,11490.29,20,August,2025,27.20%
ORD10495,24-02-2025,C1289,Customer 3,West,Maharashtra,Office Supplies,Binder,Binder,8,42865,31745.17,11119.83,5,February,2025,25.94%
ORD10496,23-07-2025,C1073,Customer 137,North,Delhi,Office Supplies,Paper,Paper,1,35913.19,28910.1,7003.09,20,July,2025,19.50%
ORD10497,18-04-2025,C1136,Customer 254,South,Karnataka,Office Supplies,Binder,Binder,8,23904.16,13902.64,10001.52,0,April,2025,41.84%
ORD10498,08-12-2025,C1276,Customer 8,West,Gujarat,Office Supplies,Pen,Pen,3,48223.73,33506.94,14716.79,20,December,2025,30.52%
ORD10499,02-03-2025,C1156,Customer 10,West,Gujarat,Technology,Laptop,Laptop,5,47834.86,31321.87,16512.99,10,March,2025,34.52%
ORD10500,13-11-2025,C1226,Customer 197,East,West Bengal,Office Supplies,Paper,Paper,2,23646.61,14062.23,9584.38,15,November,2025,40.53%
ORD10501,11-08-2025,C1298,Customer 169,West,Gujarat,Furniture,Chair,Chair,4,36199.58,24740.89,11458.69,15,August,2025,31.65%
ORD10502,14-12-2025,C1006,Customer 230,West,Gujarat,Furniture,Table,Table,5,42356.52,26929.16,15427.36,15,December,2025,36.42%
ORD10503,22-12-2025,C1267,Customer 250,West,Maharashtra,Office Supplies,Paper,Paper,8,38636.81,21154.54,17482.27,5,December,2025,45.25%
ORD10504,14-08-2025,C1041,Customer 270,North,Punjab,Furniture,Table,Table,6,11427.11,9027.83,2399.28,5,August,2025,21.00%
ORD10505,07-11-2025,C1004,Customer 278,North,Punjab,Technology,Mouse,Mouse,4,19339.07,12481.55,6857.52,15,November,2025,35.46%
ORD10506,19-03-2025,C1130,Customer 113,North,Punjab,Furniture,Chair,Chair,1,25356.85,17548.26,7808.59,15,March,2025,30.79%
ORD10507,18-02-2025,C1266,Customer 66,North,Punjab,Technology,Laptop,Laptop,5,17560.01,14900.38,2659.63,15,February,2025,15.15%
ORD10508,07-10-2025,C1233,Customer 69,South,Kerala,Furniture,Table,Table,2,31274.93,20911.19,10363.74,20,October,2025,33.14%
ORD10509,24-05-2025,C1288,Customer 195,South,Karnataka,Office Supplies,Paper,Paper,2,42110.34,32729.36,9380.98,5,May,2025,22.28%
ORD10510,14-10-2025,C1123,Customer 50,South,Tamil Nadu,Furniture,Table,Table,10,25631.6,14863.88,10767.72,20,October,2025,42.01%
ORD10511,29-09-2025,C1194,Customer 122,South,Kerala,Office Supplies,Binder,Binder,6,5575.72,4375.99,1199.73,5,September,2025,21.52%
ORD10512,26-02-2025,C1029,Customer 38,East,West Bengal,Furniture,Table,Table,3,28518.17,14293.86,14224.31,0,February,2025,49.88%
ORD10513,09-10-2025,C1249,Customer 255,West,Gujarat,Furniture,Chair,Chair,3,27251.05,24356.25,2894.8,15,October,2025,10.62%
ORD10514,26-02-2025,C1189,Customer 160,West,Maharashtra,Technology,Mouse,Mouse,8,33175.97,18848.64,14327.33,20,February,2025,43.19%
ORD10515,26-05-2025,C1263,Customer 186,North,Delhi,Furniture,Chair,Chair,8,45948.47,27886.33,18062.14,5,May,2025,39.31%
ORD10516,26-10-2025,C1098,Customer 293,West,Maharashtra,Furniture,Table,Table,2,23664.48,15391.99,8272.49,0,October,2025,34.96%
ORD10517,17-06-2025,C1220,Customer 238,South,Tamil Nadu,Technology,Laptop,Laptop,6,14106.13,10546.38,3559.75,0,June,2025,25.24%
ORD10518,18-08-2025,C1020,Customer 166,North,Delhi,Office Supplies,Paper,Paper,8,3611.49,2314.69,1296.8,15,August,2025,35.91%
ORD10519,24-07-2025,C1235,Customer 191,West,Gujarat,Furniture,Table,Table,2,18645.12,15077.56,3567.56,15,July,2025,19.13%
ORD10520,14-06-2025,C1009,Customer 80,West,Maharashtra,Technology,Mouse,Mouse,3,35506.03,20776.92,14729.11,10,June,2025,41.48%
ORD10521,09-08-2025,C1243,Customer 73,East,Odisha,Office Supplies,Paper,Paper,10,45466.52,25475.74,19990.78,15,August,2025,43.97%
ORD10522,20-03-2025,C1254,Customer 142,South,Karnataka,Furniture,Table,Table,3,39154.63,20642.17,18512.46,5,March,2025,47.28%
ORD10523,01-02-2025,C1202,Customer 207,West,Gujarat,Furniture,Chair,Chair,7,10920.85,7261.71,3659.14,20,February,2025,33.51%
ORD10524,05-04-2025,C1007,Customer 265,East,Odisha,Office Supplies,Paper,Paper,4,20678.7,10505.85,10172.85,15,April,2025,49.19%
ORD10525,07-05-2025,C1069,Customer 6,North,Punjab,Technology,Keyboard,Keyboard,4,13503.37,10179.64,3323.73,15,May,2025,24.61%
ORD10526,14-09-2025,C1245,Customer 172,South,Karnataka,Furniture,Chair,Chair,8,20080.6,13445,6635.6,20,September,2025,33.04%
ORD10527,20-01-2025,C1225,Customer 25,East,Odisha,Furniture,Chair,Chair,7,35051.7,28818.78,6232.92,10,January,2025,17.78%
ORD10528,21-03-2025,C1300,Customer 171,South,Kerala,Furniture,Chair,Chair,9,9063.95,4939.39,4124.56,0,March,2025,45.51%
ORD10529,06-02-2025,C1284,Customer 109,North,Punjab,Furniture,Chair,Chair,3,40025.46,28923.8,11101.66,10,February,2025,27.74%
ORD10530,20-04-2025,C1164,Customer 192,West,Gujarat,Office Supplies,Paper,Paper,3,21192.55,11665.38,9527.17,10,April,2025,44.96%
ORD10531,15-07-2025,C1262,Customer 200,West,Gujarat,Office Supplies,Paper,Paper,3,17548.01,15558.64,1989.37,20,July,2025,11.34%
ORD10532,09-08-2025,C1218,Customer 156,East,Odisha,Office Supplies,Paper,Paper,1,35177.12,25401.21,9775.91,10,August,2025,27.79%
ORD10533,05-12-2025,C1190,Customer 161,South,Karnataka,Office Supplies,Paper,Paper,6,708.46,450.03,258.43,15,December,2025,36.48%
ORD10534,02-01-2025,C1279,Customer 141,West,Maharashtra,Furniture,Chair,Chair,7,37201.74,32934.85,4266.89,15,January,2025,11.47%
ORD10535,23-03-2025,C1114,Customer 176,South,Karnataka,Furniture,Chair,Chair,10,32083.86,19540.26,12543.6,20,March,2025,39.10%
ORD10536,22-09-2025,C1180,Customer 127,South,Karnataka,Technology,Laptop,Laptop,3,18414.01,12216.92,6197.09,10,September,2025,33.65%
ORD10537,06-05-2025,C1245,Customer 46,East,Odisha,Furniture,Table,Table,2,19043.11,14341.45,4701.66,10,May,2025,24.69%
ORD10538,26-06-2025,C1024,Customer 156,North,Punjab,Technology,Laptop,Laptop,6,30171.09,19719.42,10451.67,10,June,2025,34.64%
ORD10539,09-09-2025,C1123,Customer 114,North,Punjab,Furniture,Table,Table,5,10504.59,6766.15,3738.44,5,September,2025,35.59%
ORD10540,24-05-2025,C1244,Customer 235,East,Odisha,Office Supplies,Binder,Binder,9,35793.27,26581.01,9212.26,20,May,2025,25.74%
ORD10541,20-11-2025,C1072,Customer 292,East,West Bengal,Office Supplies,Paper,Paper,6,19357.83,15766.82,3591.01,15,November,2025,18.55%
ORD10542,23-06-2025,C1193,Customer 17,South,Karnataka,Furniture,Chair,Chair,5,15105.13,10914.94,4190.19,5,June,2025,27.74%
ORD10543,16-08-2025,C1268,Customer 142,North,Delhi,Furniture,Table,Table,1,38732.82,24299.66,14433.16,10,August,2025,37.26%
ORD10544,08-06-2025,C1239,Customer 298,North,Punjab,Technology,Mouse,Mouse,9,39673.74,26359.62,13314.12,5,June,2025,33.56%
ORD10545,22-11-2025,C1113,Customer 6,South,Kerala,Office Supplies,Binder,Binder,5,48485.72,34976,13509.72,20,November,2025,27.86%
ORD10546,02-01-2025,C1093,Customer 139,West,Gujarat,Technology,Laptop,Laptop,6,25250.48,15264.19,9986.29,20,January,2025,39.55%
ORD10547,06-12-2025,C1168,Customer 110,South,Karnataka,Office Supplies,Binder,Binder,10,31441.73,18341.44,13100.29,10,December,2025,41.67%
ORD10548,22-09-2025,C1227,Customer 263,East,West Bengal,Office Supplies,Paper,Paper,1,44108.74,32408.04,11700.7,0,September,2025,26.53%
ORD10549,23-02-2025,C1130,Customer 259,West,Maharashtra,Furniture,Table,Table,2,4251.69,3062.51,1189.18,5,February,2025,27.97%
ORD10550,05-01-2025,C1160,Customer 202,East,West Bengal,Office Supplies,Paper,Paper,9,21760.64,17839.09,3921.55,0,January,2025,18.02%
ORD10551,11-10-2025,C1119,Customer 229,East,Odisha,Technology,Keyboard,Keyboard,8,28754.7,19722.13,9032.57,15,October,2025,31.41%
ORD10552,27-02-2025,C1252,Customer 218,South,Tamil Nadu,Technology,Laptop,Laptop,4,30545.87,25781.34,4764.53,15,February,2025,15.60%
ORD10553,18-04-2025,C1082,Customer 8,South,Kerala,Office Supplies,Binder,Binder,7,5406.39,3748.46,1657.93,10,April,2025,30.67%
ORD10554,10-07-2025,C1219,Customer 163,North,Delhi,Furniture,Chair,Chair,1,17115.24,10075,7040.24,15,July,2025,41.13%
ORD10555,17-09-2025,C1297,Customer 243,East,Odisha,Office Supplies,Binder,Binder,7,46447.83,41597.33,4850.5,5,September,2025,10.44%
ORD10556,13-03-2025,C1172,Customer 279,West,Maharashtra,Technology,Mouse,Mouse,5,22281.12,16544.3,5736.82,10,March,2025,25.75%
ORD10557,01-12-2025,C1001,Customer 242,East,West Bengal,Office Supplies,Paper,Paper,9,23455.62,17789.65,5665.97,5,December,2025,24.16%
ORD10558,06-04-2025,C1061,Customer 15,North,Punjab,Office Supplies,Paper,Paper,5,29077.25,16420.65,12656.6,10,April,2025,43.53%
ORD10559,10-02-2025,C1268,Customer 151,East,Odisha,Office Supplies,Binder,Binder,9,49229.82,26484.58,22745.24,0,February,2025,46.20%
ORD10560,05-09-2025,C1004,Customer 96,West,Gujarat,Technology,Laptop,Laptop,10,42329.98,25755.72,16574.26,20,September,2025,39.15%
ORD10561,10-05-2025,C1088,Customer 18,East,Odisha,Technology,Keyboard,Keyboard,8,19845.51,12434.65,7410.86,0,May,2025,37.34%
ORD10562,03-05-2025,C1001,Customer 237,West,Maharashtra,Furniture,Chair,Chair,1,34975.34,28930.45,6044.89,5,May,2025,17.28%
ORD10563,23-03-2025,C1032,Customer 201,East,West Bengal,Office Supplies,Binder,Binder,7,35792.18,28569.67,7222.51,10,March,2025,20.18%
ORD10564,26-09-2025,C1220,Customer 77,West,Maharashtra,Technology,Laptop,Laptop,8,30058.98,21480.26,8578.72,0,September,2025,28.54%
ORD10565,06-07-2025,C1124,Customer 239,South,Kerala,Technology,Mouse,Mouse,4,36130.47,21030.63,15099.84,0,July,2025,41.79%
ORD10566,27-05-2025,C1135,Customer 71,West,Maharashtra,Furniture,Table,Table,8,18346.96,14343.56,4003.4,10,May,2025,21.82%
ORD10567,16-04-2025,C1087,Customer 32,East,Odisha,Office Supplies,Paper,Paper,2,1270.68,715.25,555.43,10,April,2025,43.71%
